user_id,business_id,text,date,compliment_count
fpLDYV0GdGEgu-CNeGUIIw,CcKb0khFEMbVMSCjBYNMhA,Excellent crabs....just buy anything and everything!,2016-08-21 14:52:22,0
XLuU7EmyR9sAiRWTTNSQkQ,CcKb0khFEMbVMSCjBYNMhA,"Great place, seem to value your business.  Friendly, courteous and nice selection.",2013-10-17 03:18:10,0
gvkiCtqDBpGEz_76sNUgQg,pEA1WUzNppq7pTBrVz7GhA,"Keep driving. Ordered chicken sandwich. Roll was doughy, chicken was probably good Monday, today is not Monday. Sauces were decent.",2012-04-17 18:08:25,0
lmQz2SutpT697wbZHHXaAg,-JStjL-8mRZq4ov4uI1FaQ,Whatever you get make sure you get the Pink Vodka Sauce on it...,2013-09-07 23:22:11,0
8MKygqfspKqG2-X9ycR-Ow,XMr7zehuaPLhYMfX7UunMg,It's true.,2011-08-13 20:38:13,0
tizODWDUJ1o2aFtXTa90sA,-JStjL-8mRZq4ov4uI1FaQ,Great food and service. I love coming here!!!,2014-05-24 22:02:22,0
PtHkoh-goFZTKsclfjoi6g,b-tkLHoLjOxFBBewAOhn4Q,Here's my tip--- starvation is better than eating there,2013-02-28 01:13:20,0
JOLMJQXMWjS_y013RFhaiQ,b-tkLHoLjOxFBBewAOhn4Q,Open 7 days per week,2021-03-21 17:16:08,0
JOLMJQXMWjS_y013RFhaiQ,b-tkLHoLjOxFBBewAOhn4Q,Outstanding slice !,2021-03-21 17:20:33,0
PWJoruub1EPOA8cahnbmvg,pEA1WUzNppq7pTBrVz7GhA,This is by far the best pulled pork around!  The flavor and quality are always consistently excellent. The service is always great and the owners and very friendly.,2012-11-30 23:38:07,0
T52GRodXn8EEpbzajBVjjA,pEA1WUzNppq7pTBrVz7GhA,Sweet sweet bbq!,2013-06-15 19:21:05,0
nQpgkgFfZSPZNtvA1jjRZg,-KQsS-zouGNa6qczrzO0Ew,Great breakfast specials,2017-09-12 12:33:20,0
Lmam0jm8EReVm2EAArkjfQ,-JStjL-8mRZq4ov4uI1FaQ,"Great homemade style food, great service, fast service",2016-03-11 00:50:34,0
7DqW5bDhyVzj_5TyYDWC8g,-JStjL-8mRZq4ov4uI1FaQ,It was fine.  Healthy as far as pizza goes.  Fresh.,2015-11-04 20:46:58,0
PtHkoh-goFZTKsclfjoi6g,CcKb0khFEMbVMSCjBYNMhA,You have to buy the Scottish salmon!! Their crabs are the best in Bucks county! It's worth the trip!!,2014-08-09 16:55:19,0
